id,owner-uid,name,description,category,attribution,periodOfTime,postingFreq,originator,link,downloadCount,viewCount,licenseId,publicationDate,rowsUpdateAt,tags,rowLabel,metadataLanguage,numberColumns,numColumnDescriptions,numTags
qjnp-3r9c,nahs-vrbk,Holacracy - Circles,Circles created in the Holacracy Experiment,Demographics,,,,,,1231,156,PUBLIC_DOMAIN,2016-08-08 15:05:48,2016-08-08 15:04:13,"['circles', 'holacracy', 'experiment']",Row,,4,0,3
72vk-wi6f,vbq7-qew5,Steelhead Estimates 2012 Final,"Sport harvest of steelhead from Washington waters, by water, month, and mark type.",Natural Resources & Environment,WDFW,,,,,1275,156,,2014-12-16 10:27:07,2014-12-16 10:21:22,['steelhead sport harvest 2012'],,,18,0,1
sefr-g784,bn5q-s6v7,City of Colfax: Building Permits February 2016,This dataset has building permits issued by the City during February 2016,Economics,"City of Colfax, Washington",,,,http://www.colfaxwa.org,1231,155,PUBLIC_DOMAIN,2016-03-15 11:07:06,2016-03-15 11:03:53,"['colfax', 'building', 'permit', 'building permit', '2016']",Row,,8,0,5
xh35-3825,m4wk-vfvn,Drought Permit Authorizations,,,,,,,,797,154,,2015-10-19 16:07:01,2015-10-19 16:06:15,N/A,Row,,22,0,0
b6vb-j8t4,fuyk-waw8,Statewide RPI-2,,,,,,,,1213,153,,2012-12-25 21:49:39,2012-12-25 21:49:21,N/A,,,4,0,0
4cuw-kixp,fuyk-waw8,Statewide Stream Miles Opened,,,,,,,,1093,153,,2012-12-04 23:56:53,2012-12-04 23:56:35,N/A,,,2,0,0
e8vf-ithp,6p7r-jviv,Juvenile Rehabilitation Client Population (2004-2013),,Public Safety,Office of Juvenile Justice,,,,https://dshs.wa.gov/ra/office-juvenile-justice/washington-state-juvenile-justice-annual-report,1466,153,PUBLIC_DOMAIN,2016-01-12 11:50:42,2015-12-28 23:53:22,"['juvenile justice', 'annual report', 'wa-pcjj report', 'office of juvenile justice', 'dshs', 'rehabilitation', 'youth']","Race, Type of Offender",,5,0,7
u9d5-kb9m,q8y9-svx9,Annual 2015 Water Quality Index Data,,Natural Resources & Environment,WA Department of Ecology River and Stream Monitoring Program,,,,http://www.ecy.wa.gov/programs/eap/fw_riv/index.html,815,152,,2016-10-20 12:12:57,2016-10-20 12:09:11,['wa ecology river and stream monitoring/wqi'],Row,,18,0,1
wbvx-tpep,6p7r-jviv,Ethnic Distribution of Detention Population 2004-2013,,Public Safety,Office of Juvenile Justice,,,,https://dshs.wa.gov/ra/office-juvenile-justice/washington-state-juvenile-justice-annual-report,1369,150,PUBLIC_DOMAIN,2016-01-12 12:06:06,2015-12-26 21:45:52,"['juvenile justice', 'annual report', 'wa-pcjj report', 'office of juvenile justice', 'dshs', 'ethnic', 'detention', 'youth']",Row,,8,0,8
yvgx-5m9x,x2yz-d38n,FCC Fixed Broadband Deployment Data - Current NW,"All facilities-based broadband providers are required to file data with the FCC twice a year (Form 477) on where they offer Internet access service at speeds exceeding 200 kbps in at least one direction. Fixed providers file lists of census blocks in which they can or do offer service to at least one location, with additional information about the service. Data Download Page: (https://www.fcc.gov/general/broadband-deployment-data-fcc-form-477. Resources page: https://www.fcc.gov/general/form-477-resources-filers
This dataset includes the latest published data from FCC for the states of WA, OR and ID.",Economics,FCC Wireless Competition Bureau,2017,semi-annually,Washington State Office of the CIO,https://www.fcc.gov/general/form-477-resources-filers,156,148,USGOV_WORKS,2019-09-11 12:10:11,2019-09-11 12:30:58,"['fcc', 'wcb', 'broadband']",provider-served-block,English,17,17,3
uz8j-59zc,fuyk-waw8,Snake Stream Miles Opened,,,,,,,,987,148,,2012-12-07 04:38:32,2012-12-07 04:38:21,N/A,,,3,0,0
7yy6-89nx,ugen-sv2k,Aberdeen Flood Depths 11-27-18,"1.  This dataset provides summary data needed to help determine the premium for a flood insurance policy.

2.  The elevation and depth data come from approximate methods and could be one foot or more off. A FEMA Elevation Certificate is needed to provide the more accurate data required to write a policy. The dataset was compiled by French & Associates with support from the Washington State Department of Ecology. The source elevation information came from the Federal Emergency Management Agency’s Flood Depth Grid for Grays Harbor County. Property information came from Grays Harbor County, with help from the City of Aberdeen.

3.  Download instructions for getting a floor level for flood insurance elevation rating at https://bit.ly/2BJDdTi.",Natural Resources & Environment,"French Wetmore, CFM; French & Associates, Ltd.; 253/753-6811",,,,,410,148,,2018-11-29 05:39:03,2018-11-29 05:39:03,"['chehalis basin', 'flooding', 'flood insurance']",,,10,10,3
vdfh-vn22,7ykf-4t5h,Report Card Teacher Demographics,"This file includes Report Card educator demographic data for the 2017-18 through 2019-20 school years. Data is disaggregated by school, district, and the state level and includes demographic information on classroom teachers, including: count and percent by race/ethnicity and gender, count and percent with Master's degrees or higher by race/ethnicity, and average years of experience by race/ethnicity. Please review the notes below for more information.",Education,OSPI,2017-18 and 2018-19,Annual ,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,0,0,,2020-12-15 14:11:40,2020-12-15 14:11:39,"['ospi', 'reportcard', 'educators', 'demographic']",,English,26,0,4
ht3z-vfgq,fuyk-waw8,3 -- Government $$ By Year,,,,,,,,1366,145,,2012-10-17 05:40:18,2012-10-17 05:39:52,N/A,,,6,0,0
q4is-ii4v,h9w5-qfr2,Watershed Health Monitoring: Wood Volume in Streams,This is a list of wood volume measurements among randomly selected stream sites in Washington State during 2009-2016. Data were collected for the Department of Ecology's Watershed Health Monitoring surveys. This list only displays data from the most recent sampling event at any site.,Natural Resources & Environment,"Washington State Department of Ecology, Environmental Assessment Program",2009-2016,As needed,Glenn Merritt,https://ecology.wa.gov/Research-Data/Monitoring-assessment/River-stream-monitoring/Habitat-monitoring/Watershed-health,0,0,PUBLIC_DOMAIN,2018-08-28 15:43:20,2018-08-28 15:43:19,"['watershed health monitoring', 'physical habitat', 'large woody debris', 'status and trends monitoring', 'streams']",Event ,English,13,13,5
tmay-2i9v,ian4-3czc,Proposed Coal Export Terminal Locations,Locations based on lat and long,,,,,,,0,0,,2013-07-16 14:50:48,2013-07-16 14:20:25,N/A,,,6,0,0
m9zq-u93z,fuyk-waw8,4 -- Source $$ By Year,,,,,,,,0,0,,2012-10-17 05:41:23,2012-10-17 05:41:01,N/A,,,13,0,0
uc69-gudu,bvsx-y3xv,PCHEES Dashboard - Degrees by Major,"Annual number of degrees awarded by 2-Digit, 4-Digit and 6-Digit CIP Codes.",Education,Education Research & Data Center,2007-2019,Annual,,https://erdc.wa.gov/data-dashboards/public-four-year-dashboard#degrees-by-major,221,144,,2019-05-28 14:18:52,2020-12-09 14:20:40,N/A,,,17,12,0
gia4-fgdb,bjfs-pe5a,Website visits,,,,,,,,1217,143,,2016-05-03 13:50:43,2016-05-03 13:50:19,N/A,Row,,2,0,0
u5is-fgut,fuyk-waw8,Hood Canal Complete,,,,,,,,1425,143,,2015-01-05 08:54:36,2015-01-05 08:54:27,['state-of-the-salmon'],,,12,0,1
szip-b22v,fuyk-waw8,Statewide Hatchery Rollup,,,,,,,,1009,142,,2012-12-04 18:57:46,2012-12-04 18:57:37,N/A,,,9,0,0
7qaw-cgfu,7ykf-4t5h,AIM-EOC-MSP-SBA Assessments School (with suppression - new format)_2016,,Education,,,,,,40,142,,2019-06-28 08:47:47,2019-06-28 08:47:47,"['reportcard', 'ospi', 'k-12', 'student', '2016', 'school', 'assessment']",,,35,0,7
ypp6-4z98,fuyk-waw8,Statewide WQ 2014 SOS,,,,,,,,1117,141,,2015-01-05 16:21:09,2015-01-05 16:21:00,N/A,,,3,0,0
tb2x-p7u5,wbwq-kxbs,Asotin County Current Restaurant Inspections,"Asotin County Health Department inspects restaurants and other retail food service establishments to make sure that employees follow safe food handling practices and have adequate kitchen facilities. Keep in mind, inspection reports are snapshots of the food handling at the establishment at the time of inspection - conditions may be different when you visit.",Public Safety,Asotin County Health District,Most current year of restaurant inspections.,Annually,,,0,0,USGOV_WORKS,2020-08-25 16:26:56,2020-08-25 16:26:55,"['restaurant', 'inspections', 'public health', 'food safety', 'clarkston', 'asotin county']",synopsis of the restaurant inspection details and results for a particular establishment.,,9,9,6
5duh-m3h5,bn5q-s6v7,"City of Colfax: Vendor Log February 16th, 2016",This dataset entails Accounts Payable activity between February 2nd and 16th.,Economics,"City of Colfax, Washington",,,,http://www.colfaxwa.org,1223,140,PUBLIC_DOMAIN,2016-03-15 10:44:34,2016-03-15 10:42:35,"['colfax', 'finance', 'accounts payable', 'vendor']",Row,,3,0,4
jgxp-uvwe,7ykf-4t5h,AIM-EOC-MSP-SBA Assessments School (with suppression - new format)_2017,,Education,,,,,,0,0,,2019-06-29 21:21:28,2019-06-29 21:21:28,"['reportcard', 'ospi', 'k-12', 'student', '2017', 'school', 'assessment']",,,35,0,7
3kew-745i,fuyk-waw8,Snake Complete,,,,,,,,2020,137,,2015-02-13 13:01:30,2015-02-13 13:01:28,['state-of-the-salmon'],,,10,0,1
m3jx-45hn,fuyk-waw8,Snake Barriers Removed,,,,,,,,0,0,,2012-12-07 04:42:18,2012-12-07 04:42:07,N/A,,,3,0,0
bndy-4htf,7ykf-4t5h,Report Card Educators,"This file includes Report Card educator data from the 2017-18 through 2019-20 school years. Data is disaggregated by school, district, and the state level and includes counts of Teachers, Principals, and Other School Leaders. For teachers, this dataset includes the average years of experience, years of experience distributions count and percent. For Principals and Other School Leaders, this dataset includes count and percent who are inexperienced and average FTE experience as a principal or other school leader. Please review the notes below for more information.",Education,,2017-18 through 2019-20,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,79,137,,2020-12-15 12:36:17,2020-12-15 12:36:16,"['educators', 'reportcard', 'teachers', 'principals', 'ospi', 'k-12']",,English,29,2,6
exre-kgdt,x2yz-d38n,Connect America Fund broadband buildout locations,"The information in this map comes directly from the carriers, which submit broadband deployment data annually using USAC’s High Cost Universal Broadband (HUBB) portal. CAF Map is based on data certified in the HUBB as of 3/1/2018.",Economics,Universal Service Administrative Co,2018,annually,Universal Service Administrative Company (USAC),https://opendata.usac.org/High-Cost/High-Cost-Connect-America-Fund-Broadband-Map-CAF-M/r59r-rpip,344,137,USGOV_WORKS,2019-01-15 13:25:18,2019-01-15 13:25:17,['broadband'],Location,English,23,0,1
2c9r-85q7,6p7r-jviv,Juvenile Rehabilitation Total Community Residential Placement Average Daily Population (2004-2013),,Public Safety,Office of Juvenile Justice,,,,https://dshs.wa.gov/ra/office-juvenile-justice/washington-state-juvenile-justice-annual-report,1292,136,PUBLIC_DOMAIN,2016-01-12 10:44:19,2015-12-28 23:41:38,"['juvenile justice', 'annual report', 'wa-pcjj report', 'office of juvenile justice', 'dshs', 'community', 'residential placement', 'youth']",Row,,11,0,8
k67g-t283,h2ue-vnnt,WA Prisons Average Daily Population,"The Washington legislature has established a comprehensive system of corrections for convicted law violators within the state of Washington to accomplish a primary objective of ensuring public safety. The system is designed and managed to provide the maximum feasible safety for the persons and property of the general public, the staff, and the inmates (RCW 72.09.010).",Public Safety,Department of Corrections,FY2018,Monthly,Office of the CIO,,903,134,,2018-02-21 13:39:07,2018-02-21 13:39:06,"['prisons', 'corrections', 'population']",,English,19,0,3
xykh-jzeq,fuyk-waw8,Coast Complete Metrics,,,,,,,,0,0,,2015-02-13 13:09:19,2015-02-13 13:09:16,['state-of-the-salmon'],,,12,0,1
wsrr-kyhp,fuyk-waw8,Total Funding By Project Type,,,,,,,,1163,132,,2012-10-29 10:28:13,2012-10-29 10:26:01,N/A,,,5,0,0
fcrw-p9wq,h9w5-qfr2,Watershed Health Monitoring: BIBI,This file lists annual-average benthic biological integrity scores for weighted sites sampled by the Watershed Health Monitoring Program through 2016. Adjusted spatial weights are also provided.,Natural Resources & Environment,"Washington State Department of Ecology, Environmental Assessment Program",2009-2016,as needed,Glenn Merritt,https://ecology.wa.gov/Research-Data/Monitoring-assessment/River-stream-monitoring/Habitat-monitoring/Watershed-health,264,133,PUBLIC_DOMAIN,2018-08-29 11:36:53,2018-08-29 11:36:52,"['watershed health monitoring', 'macroinvertebrates', 'status and trends monitoring', 'biological integrity']",Random sites,English,11,11,4
7hx3-t3pn,bvsx-y3xv,High School Graduate Outcomes - Persistence / Retention,,Education,Education Research & Data Center,2005-2016,Annual,,https://erdc.wa.gov/data-dashboards/high-school-feedback-report,214,132,,2020-05-26 15:39:36,2020-05-26 15:39:35,"['p20w', 'longitudinal']",,,12,12,2
ayj9-jyjh,cfxu-84yc,Washington State Hepatitis A 2019-2020 Cases by Onset (Or Diagnosis) Date*,,,,,,,,1973,131,,2020-01-02 13:28:48,2020-06-08 15:34:59,N/A,,,4,0,0
xkff-xt2h,fuyk-waw8,Middle Columbia Complete,,,,,,,,1503,131,,2015-02-13 13:04:09,2015-02-13 13:04:05,['state-of-the-salmon'],,,12,0,1
mf85-v9ji,q8y9-svx9,"Jan 2015 ECY Stations With Exceeded Criteria For Fecal Bacteria, Temperature, Oxygen And pH",,,Wa Department of Ecology,,,,,1342,131,,2015-03-18 10:17:14,2015-03-17 16:54:03,N/A,,,15,0,0
k2zi-4hgf,fuyk-waw8,Recovery Plan Progress Indicator 12212012,,,,,,,,803,131,,2012-12-21 12:24:02,2012-12-21 12:23:12,N/A,,,6,0,0
dx9h-3hci,h2ue-vnnt,Home Page Tiles,Data used to generate the tiles displayed on the Data.wa.gov home page.,,,,,,,970,130,,2018-09-17 11:32:19,2018-09-17 11:31:52,['administration'],Row,,8,0,1
985a-f68u,9t9n-gtbp,EM Statewide Web,,,,,,,,1296,129,,2015-03-30 11:14:26,2015-03-29 20:18:17,N/A,,,9,0,0
8zb8-xay2,fuyk-waw8,Upper Columbia -- 1262015,,,,,,,,1417,129,,2015-01-26 16:02:53,2015-01-26 16:02:41,['state-of-the-salmon'],,,5,0,1
25xk-8tku,fuyk-waw8,Lower Columbia Complete,,,,,,,,1359,128,,2015-02-13 12:56:19,2015-02-13 12:56:09,['state-of-the-salmon'],,,12,0,1
2hia-rqet,qav9-tahu,"WAOFM - April 1 - Population by State, County and City, 1990 to Present","Intercensal and postcensal population estimates for the state, counties and cities, 1990 to present.",Demographics,"Washington State Office of Financial Management, Forecasting and Research Division",,Annually,,http://www.ofm.wa.gov/pop/april1/default.asp,580,128,PUBLIC_DOMAIN,2020-06-29 11:21:05,2020-06-29 11:21:04,"['wa', 'washington', 'ofm', 'state', 'county', 'city', 'population', 'incorporated', 'unincorporated']","State, county, city, incorporated county area, or unincorporated county area",,35,35,9
gk9r-83t2,fuyk-waw8,Middle Columbia Juvenile Abundance 10302012,,,,,,,,966,127,,2012-10-30 10:40:09,2012-10-30 10:39:18,N/A,,,6,0,0
wwcg-4ght,7b3t-6m6i,FundSpending,,,,,,,,0,0,,2015-08-11 10:26:37,2015-08-11 10:24:55,N/A,Row,,4,0,0
t8dk-esb7,fuyk-waw8,Northeast Complete,,,,,,,,1403,126,,2015-02-13 13:08:10,2015-02-13 13:08:07,['state-of-the-salmon'],,,12,0,1
j5r5-zefd,6p7r-jviv,2012 Age 0-17 Youth Population by Race/Ethnicity by County,,,Office of Juvenile Justice,,,,https://dshs.wa.gov/ra/office-juvenile-justice/washington-state-juvenile-justice-annual-report,1055,126,PUBLIC_DOMAIN,2015-11-16 20:26:44,2015-11-16 20:24:21,N/A,Row,,6,0,0
8uf6-48me,6p7r-jviv,Juvenile Rehabilitation Institutional Average Daily Population (2004-2013),,Public Safety,Office of Juvenile Justice,,,,https://dshs.wa.gov/ra/office-juvenile-justice/washington-state-juvenile-justice-annual-report,1584,125,PUBLIC_DOMAIN,2016-01-12 11:59:46,2015-12-28 23:36:07,"['juvenile justice', 'annual report', 'wa-pcjj report', 'office of juvenile justice', 'dshs', 'rehabilitation', 'youth']",Row,,11,0,7
ifj5-nxkc,fuyk-waw8,Upper Columbia Complete,,,,,,,,1432,124,,2015-02-13 13:03:00,2015-02-13 13:02:57,['state-of-the-salmon'],,,12,0,1
nptq-amvm,fuyk-waw8,Upper Columbia -- 1062015,,,,,,,,1166,124,,2015-01-06 08:18:06,2015-01-06 08:17:57,N/A,,,5,0,0
63h7-zpny,h9w5-qfr2,Watershed Health Monitoring: Excess Sediment in Salmon/Trout Streams,This file lists random sites sampled by the Department of Ecology's Watershed Health Monitoring program during 2009-2016. The list is limited to those sites known to be occupied by salmon or trout at some time during the year. It also shows percentage of the stream network represented by the site and whether the observed sediment on the surface of the stream bottom exceeded levels estimated to be optimum for sediment-sensitive salmonids.,Natural Resources & Environment,"Washington State Department of Ecology, Environmental Assessment Program",2009-2016,as needed,Glenn Merritt,https://ecology.wa.gov/Research-Data/Monitoring-assessment/River-stream-monitoring/Habitat-monitoring/Watershed-health,248,124,PUBLIC_DOMAIN,2018-08-29 13:39:41,2018-08-29 13:39:40,"['watershed health monitoring', 'physical habitat', 'sediment', 'salmonids', 'sand', 'fines']",Random site,English,11,11,6
6he9-ya4y,bvsx-y3xv,High School Graduate Outcomes - Earnings by Industry,,Employment,Education Research & Data Center,2005-2017,Annual,,https://erdc.wa.gov/data-dashboards/high-school-feedback-report,325,122,,2018-12-06 11:44:32,2020-05-26 15:58:14,"['p20w', 'longitudinal']",,,7,0,2
2e6z-nsu4,fuyk-waw8,Statewide Harvest-2,,,,,,,,938,122,,2012-12-04 22:29:20,2012-12-04 22:27:23,N/A,,,2,0,0
7eq8-772m,7ykf-4t5h,Report Card Teacher Demographics 2018-19 School Year,"This file includes Report Card educator demographic data for the 2018-19 school year. Data is disaggregated by school, district, and the state level and includes demographic information on classroom teachers, including: count and percent by race/ethnicity and gender, count and percent with Master's degrees or higher by race/ethnicity, and average years of experience by race/ethnicity. Please review the notes below for more information.",Education,OSPI,2018-19,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,53,120,,2020-12-15 14:15:01,2020-12-15 14:15:00,"['ospi', 'k-12', 'reportcard', 'demographic', 'teachers']",,English,26,0,5
buf8-6px9,vrr3-nct2,Agency Contracts Fiscal Year 2020,,Procurements and Contracts,,,,,,27,118,,2020-12-23 13:14:16,2020-12-23 13:14:15,"['contracts', 'procurement', 'report', 'agency', 'spend']",,,18,0,5
dh7f-nd7p,fuyk-waw8,B -- $$ By Biennium By Level Of Government,,,,,,,,1171,119,,2012-10-19 11:52:13,2012-10-19 11:49:32,N/A,,,5,0,0
9aqx-raft,fuyk-waw8,Ofm April1 Population Change And Rank,+++++++++++++++++++,Natural Resources & Environment,WA State Office of Financial Management,,,,https://ofm.wa.gov/washington-data-research/population-demographics/population-estimates/april-1-official-population-estimates,616,120,,2020-06-16 13:23:31,2020-06-16 13:23:25,['state-of-salmon'],Row,,11,0,1
6bpk-s36s,h2ue-vnnt,Messages,Messages to be displayed on the data.wa.gov web page. This is one of several datasets used to configure the appearance of the site.,,,,,,,1020,117,,2016-05-20 16:00:01,2016-05-20 15:59:04,['administration'],Row,,2,0,1
kryb-gz9s,fuyk-waw8,LC Table Narrative-2,,,,,,,,1139,116,,2013-01-07 14:21:16,2013-01-07 14:19:24,N/A,,,6,0,0
f4cq-c24e,7ykf-4t5h,Report Card Teacher Demographics 2019-20 School Year,"This file includes Report Card educator demographic data for the 2019-20 school year. Data is disaggregated by school, district, and the state level and includes demographic information on classroom teachers, including: count and percent by race/ethnicity and gender, count and percent with Master's degrees or higher by race/ethnicity, and average years of experience by race/ethnicity. Please review the notes below for more information.",Education,OSPI,2019-20 School Year,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,33,116,,2020-12-15 14:16:48,2020-12-15 14:16:48,"['ospi', 'reportcard', 'k-12', 'teachers', 'demographics']",,English,26,0,5
d5dm-bwe8,7ykf-4t5h,Report Card Graduation 2014-15,"This file includes Report Card Graduation data for the 2014-15 school year. This data is disaggregated by the school, district, and state levels and includes counts and graduation rates of students by the following groups: grade level, gender, race/ethnicity, and student programs and special characteristics. Please review the notes below for more information and notes for downloading this data.",Education,OSPI,,,,https://washingtonstatereportcard.ospi.k12.wa.us/,0,0,,2020-01-24 08:33:51,2020-12-16 16:06:30,"['graduation', 'ospi', '2015', 'k-12', 'reportcard']",,,31,0,5
mcjf-t2vf,q8y9-svx9,September 2014 FMU Monthly Report WQ EX data,,,,,,,,1386,114,,2015-03-17 11:55:39,2015-03-17 11:55:31,N/A,,,5,0,0
vz5p-qvth,f74g-etqg,Telephone Inquiries,The number of calls received by the Consumer Protection Division,Consumer Protection,,,,,,0,0,,2018-01-23 10:42:20,2018-01-23 10:42:11,"['consumer', 'complaint', 'telephone', 'inquiry', 'consumer protection']",Calls,,2,2,5
jjte-ue6r,fuyk-waw8,Total Prosser Run 12182014,,,,,,,,1038,114,,2014-12-18 16:36:01,2014-12-18 16:35:14,N/A,,,12,0,0
krsk-s76t,bvsx-y3xv,PCHEES Dashboard - Degrees Awarded,"Annual number of degrees awarded (Fall, Winter, Spring, Summer terms).",Education,Education Research & Data Center,2007-2019,Annual,,https://erdc.wa.gov/data-dashboards/public-four-year-dashboard#degrees-by-demographic,180,114,,2019-05-28 14:11:30,2020-12-10 16:19:53,N/A,,,10,10,0
w6iz-gh8j,6p7r-jviv,"Detention Population by Gender January 1st Through December 31st, 2004-2013",,Public Safety,Office of Juvenile Justice,,,,https://dshs.wa.gov/ra/office-juvenile-justice/washington-state-juvenile-justice-annual-report,1349,114,PUBLIC_DOMAIN,2016-01-12 12:05:02,2015-12-26 21:59:37,"['juvenile justice', 'annual report', 'wa-pcjj report', 'office of juvenile justice', 'dshs', 'gender', 'youth']",Row,,16,0,7
q3qk-yy3p,8ghr-nmpd,WA-APCD Quality and Cost Summary Report: Hospital Quality,"WA-APCD - Washington All-Payer Claims Database

The WA-APCD is the state’s most complete source of health care eligibility, medical claims, pharmacy claims, and dental claims insurance data. It contains claims from more than 50 data suppliers, spanning commercial, Medicaid, and Medicare managed care. The WA-APCD has historical claims data for five years (2013-2017), with ongoing refreshes scheduled quarterly. Workers' compensation data from the Washington Department of Labor & Industries will be added in fall 2018.

Download the attachment for the data dictionary and more information about WA-APCD and the data.",Health,Office of Financial Management,,,,,1138,114,,2018-09-13 13:54:00,2018-09-13 13:54:00,N/A,,,16,0,0
gssb-7xw5,fuyk-waw8,Total Funding By Source1,,,,,,,,1014,113,,2012-10-29 09:33:47,2012-10-29 09:33:29,N/A,,,2,0,0
f3mm-bvaa,fuyk-waw8,Total Funding By Category,,,,,,,,1378,113,,2012-10-29 10:30:24,2012-10-29 10:29:04,N/A,,,5,0,0
sf64-aecy,fuyk-waw8,D -- $$ By Year By Source,,,,,,,,1257,112,,2012-10-19 12:06:33,2012-10-19 12:02:43,N/A,,,12,0,0
mpef-t92p,7ykf-4t5h,Student Enrollment 2009-10 School Year,"This file includes enrollment data from 2009-10 school year. Data is disaggregated by school, district, and the state level and includes counts of students by the following groups: grade level, gender, race/ethnicity, and student programs and special characteristics. Please review the notes below for more information.",Education,OSPI,,,,https://washingtonstatereportcard.ospi.k12.wa.us/,152,112,,2020-05-26 09:09:29,2020-05-26 09:09:28,"['ospi', 'k-12', 'enrollment', '2010', 'student']","Single Organization (School, District, or State) by Grade Level",,43,33,5
wf4i-evff,wbwq-kxbs,"Drug Offenses by Type of Drug, Clarkston Police Department","This dataset is compilation of percentages of drug offenses by type of drug as reported by the City of Clarkston Police Department to NIBRS (National Incident-Based Reporting System), Group A.",Public Safety,City of Clarkston Police Department,2016-2019,Annually,,,67,111,USGOV_WORKS,2020-11-02 09:52:31,2020-11-20 12:26:35,"['drugs', 'offenses', 'crime', 'police', 'asotin county', 'clarkston', 'nibrs']",a percentage of drug offenses in a particular year by type of drug.,,3,3,7
2evw-m7au,civm-fw9q,Timberland Regional Library Active Cardholders,"This dataset reports on the number of active cardholders in the Timberland Regional Library District, a five-county rural library district serving Thurston, Lewis, Mason, Pacific, and Grays Harbor counties. It includes a count of cardholders by each library location and card profile type. Card profiles set library privileges for loan periods, limits on the number of items borrowed or requested, and access to digital materials, public computers, and other library resources.",Culture and Community,Timberland Regional Library,Previous 12 months,quarterly,,http://www.trl.org/open-data,394,109,PUBLIC_DOMAIN,2019-11-01 09:39:18,2021-01-23 09:16:02,"['public library', 'library', 'library cards', 'library use']",Number of cardholders with a particular card profile type at a library location.,,3,3,4
emhz-m99x,3pra-yts3,"Sixth (6th) grade immunization data by school, 2016-2017",Sixth grade immunization coverage for school year 2016-2017 by school,Health,"Office of Immunization and Child Profile, WA Department of Health",School Year 2016-2017,Annual,,http://www.doh.wa.gov/DataandStatisticalReports/HealthBehaviors/Immunization/SchoolReports/DataTables,2343,110,PUBLIC_DOMAIN,2017-05-08 09:40:40,2017-05-08 09:35:50,"['vaccination', 'immunization', 'kindergarten', 'child health', 'department of health', 'mmr', 'polio', 'dtap', 'hepb', 'varicella']",school facility,,43,0,10
ksbn-hrmn,q8y9-svx9,January 2015 FMU Monthly Report WQ EX Data,,,WA Department of Ecology River and Stream Monitoring,,,,http://www.ecy.wa.gov/programs/eap/fw_riv/rv_main.html,893,109,,2015-05-19 14:14:46,2015-05-19 14:10:42,N/A,,,5,0,0
iw2j-epnj,fuyk-waw8,1Biennial Funding By Category (8-22-2016),,,,,,,,0,0,,2016-09-19 15:35:19,2016-09-19 15:35:07,N/A,Row,,9,0,0
dbre-5vfk,fuyk-waw8,2 -- Government $$ By Biennium,,,,,,,,1143,108,,2012-10-17 05:38:16,2012-10-17 05:37:52,N/A,,,6,0,0
5anj-6bnk,fuyk-waw8,Joseph Creek Summer Steelhead -- 1112015,,,,,,,,1104,106,,2015-01-11 20:49:15,2015-01-11 20:48:25,N/A,,,8,0,0
v4rj-vzug,h9w5-qfr2,Watershed Health Monitoring: Riparian Disturbance by Region and Survey,"This dataset lists random sites sampled by Watershed Health Monitoring surveys during 2009 to 2016. It provides adjusted spatial weights (km of stream represented by the site). It also provides metric values for proximity-weighted presence of riparian disturbance from any type (PWP all) and the disturbance condition rating (low, medium, or high).  Sites are assigned regional and survey year membership.",Natural Resources & Environment,"Washington State Department of Ecology, Environmental Assessment Program",2009-2016,as needed,Glenn Merritt,https://ecology.wa.gov/Research-Data/Monitoring-assessment/River-stream-monitoring/Habitat-monitoring/Watershed-health,241,106,PUBLIC_DOMAIN,2018-08-30 11:09:19,2018-08-30 11:09:18,"['watershed health monitoring', 'physical habitat', 'riparian disturbance', 'streams', 'status and trends monitoring']",Random site,English,10,10,5
e573-w2te,bn5q-s6v7,"City of Colfax: Vendor Log February 1st, 2016","Accounts payable log for February 1st, 2016 City Council meeting.",Economics,"City of Colfax, Washington",,,,http://www.colfaxwa.org,1235,106,PUBLIC_DOMAIN,2016-03-15 10:40:21,2016-03-15 10:36:19,"['colfax', 'finance', 'accounts payable', 'vendor']",Row,,4,0,4
k328-cdkz,8tjb-r73d,Summer Low Flow Trend Indicator 1975-2016,"Trend in annual minimum 30-day average summer flows, statewide, Oct 1975 through Oct 2016",Natural Resources & Environment,WA State Dept. of Ecology,,,,http://www.ecy.wa.gov,688,105,,2017-07-24 14:15:39,2017-07-24 14:02:13,"['flow', 'drought', 'trend', 'rivers', 'salmon']",Flow Gaging Station,,16,0,5
b5sx-erfa,fuyk-waw8,Statewide Hatcheries 01092013,,,,,,,,1063,104,,2013-01-09 07:47:07,2013-01-09 07:47:02,N/A,,,3,0,0
ach3-t84q,vrr3-nct2,IT Contracts Report 2019,The IT Contracts Report is an annual report required by a proviso in section 150(10)(a) of the 2019-2021 operating budget. The report provides a snap shot of all state agency and higher education active IT contracts as of June 30 of each year.,Procurements and Contracts,,,,,,97,104,,2020-05-11 10:14:11,2020-05-11 10:14:10,"['contracts', 'procurement', 'report', 'agency', 'spend', 'it spend']",,,63,0,6
hn25-k5xm,6p7r-jviv,Juvenile Unemployment for 16-19 Year Olds from 2000-2013,,,,,,,,1225,105,,2016-01-20 22:15:03,2016-01-20 22:13:45,N/A,Row,,3,0,0
